,Player_Id,Player,Assists,Shifts,BLOCK,GOAL (BACKHAND),GOAL (DEFLECTED),GOAL (SLAP SHOT),GOAL (SNAP SHOT),GOAL (TIP-IN),GOAL (WRAP-AROUND),GOAL (WRIST SHOT),HIT,PENL (FIGHTING),PENL (OTHER)
404,8477478,WILLIAM CARRIER,11.0,1068,24.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,159.0,0.0,12.0
405,8477479,TYLER BERTUZZI,32.0,1470,41.0,2.0,1.0,3.0,6.0,2.0,0.0,16.0,65.0,1.0,17.0
406,8477482,ZACH SANFORD,12.0,1553,67.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,169.0,4.0,14.0
407,8477488,BRETT PESCE,23.0,2157,133.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,52.0,2.0,14.0
408,8477492,NATHAN MACKINNON,67.0,2141,51.0,2.0,2.0,8.0,3.0,2.0,0.0,26.0,96.0,2.0,20.0
409,8477493,ALEKSANDER BARKOV,54.0,1846,49.0,8.0,0.0,4.0,7.0,0.0,0.0,22.0,65.0,0.0,11.0
410,8477494,JONATHAN DROUIN,12.0,730,11.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,27.0,0.0,6.0
411,8477495,SETH JONES,46.0,2342,155.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,99.0,0.0,13.0
412,8477496,ELIAS LINDHOLM,44.0,2455,60.0,1.0,1.0,4.0,9.0,5.0,0.0,25.0,93.0,0.0,13.0
413,8477497,SEAN MONAHAN,15.0,1276,24.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,59.0,0.0,12.0
414,8477498,DARNELL NURSE,30.0,2297,165.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,232.0,0.0,34.0
415,8477499,RASMUS RISTOLAINEN,14.0,1830,125.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,230.0,0.0,19.0
416,8477500,BO HORVAT,21.0,1719,45.0,5.0,2.0,1.0,8.0,0.0,1.0,10.0,96.0,0.0,19.0
417,8477501,VALERI NICHUSHKIN,33.0,2078,34.0,3.0,1.0,0.0,4.0,4.0,0.0,22.0,140.0,0.0,10.0
418,8477503,MAX DOMI,31.0,1499,13.0,3.0,0.0,0.0,3.0,0.0,0.0,8.0,32.0,1.0,27.0
419,8477504,JOSH MORRISSEY,25.0,2083,102.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,149.0,0.0,26.0
420,8477505,ALEX WENNBERG,26.0,1791,44.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,0.0,14.0
421,8477506,RYAN PULOCK,16.0,1472,130.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,86.0,0.0,1.0
422,8477507,NIKITA ZADOROV,21.0,2214,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,213.0,1.0,36.0
423,8477508,CURTIS LAZAR,8.0,1348,57.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,213.0,0.0,9.0
424,8477511,ANTHONY MANTHA,18.0,858,22.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,69.0,1.0,11.0
425,8477512,FREDERIK GAUTHIER,,137,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
426,8477527,ROSS JOHNSTON,5.0,461,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,4.0,7.0
427,8477541,DAKOTA MERMIS,,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
428,8477573,NATHAN WALKER,4.0,501,26.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,65.0,0.0,2.0
429,8477631,BRANDON BADDOCK,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
430,8477810,JOEL HANLEY,4.0,876,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,68.0,0.0,2.0
431,8477839,CONOR SHEARY,25.0,1556,45.0,2.0,0.0,0.0,1.0,3.0,0.0,10.0,52.0,0.0,7.0
432,8477845,TREVOR VAN RIEMSDYK,17.0,1779,142.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,3.0,7.0
433,8477846,RYAN CARPENTER,9.0,1247,44.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,136.0,3.0,7.0
434,8477851,JORDAN OESTERLE,6.0,929,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,2.0
435,8477887,PATRICK BROWN,5.0,852,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,3.0
436,8477903,GARNET HATHAWAY,13.0,1641,74.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,286.0,1.0,29.0
437,8477919,FREDERICK GAUDREAU,30.0,1591,47.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,53.0,0.0,3.0
438,8477930,PIERRE-EDOUARD BELLEMARE,12.0,1893,55.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,119.0,1.0,10.0
439,8477931,TOMAS NOSEK,16.0,1491,43.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,99.0,0.0,16.0
440,8477932,AARON EKBLAD,46.0,2148,78.0,2.0,0.0,5.0,1.0,0.0,0.0,5.0,79.0,1.0,16.0
441,8477933,SAM REINHART,50.0,1832,38.0,1.0,0.0,2.0,8.0,7.0,0.0,17.0,60.0,1.0,4.0
442,8477934,LEON DRAISAITL,80.0,2249,28.0,1.0,2.0,10.0,14.0,4.0,0.0,25.0,61.0,0.0,22.0
443,8477935,SAM BENNETT,23.0,1736,33.0,4.0,0.0,2.0,4.0,1.0,1.0,15.0,163.0,2.0,37.0
444,8477936,MICHAEL DAL COLLE,,18,,,,,,,,,,,
445,8477938,HAYDN FLEURY,2.0,766,62.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60.0,1.0,4.0
446,8477939,WILLIAM NYLANDER,50.0,1933,33.0,3.0,0.0,8.0,3.0,2.0,0.0,20.0,23.0,0.0,10.0
447,8477940,NIKOLAJ EHLERS,27.0,1305,27.0,0.0,0.0,3.0,4.0,2.0,1.0,13.0,32.0,0.0,10.0
448,8477941,NICK RITCHIE,11.0,974,22.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,152.0,1.0,18.0
449,8477942,KEVIN FIALA,55.0,1688,22.0,5.0,1.0,3.0,6.0,0.0,0.0,16.0,53.0,0.0,25.0
450,8477943,BRENDAN PERLINI,1.0,246,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,29.0,0.0,3.0
451,8477944,JAKUB VRANA,6.0,473,9.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,14.0,0.0,3.0
452,8477946,DYLAN LARKIN,37.0,1500,28.0,4.0,0.0,0.0,6.0,1.0,0.0,15.0,76.0,1.0,16.0
453,8477947,SONNY MILANO,20.0,1257,15.0,3.0,0.0,1.0,0.0,4.0,0.0,6.0,27.0,0.0,5.0
454,8477948,TRAVIS SANHEIM,24.0,2279,142.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,64.0,0.0,17.0
455,8477949,ALEX TUCH,26.0,1164,49.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,32.0,0.0,7.0
456,8477950,ANTHONY DEANGELO,50.0,1797,78.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,58.0,2.0,18.0
457,8477951,NICK SCHMALTZ,36.0,1437,27.0,4.0,0.0,0.0,4.0,1.0,0.0,11.0,14.0,0.0,6.0
458,8477952,ROBBY FABBRI,13.0,1051,18.0,2.0,0.0,0.0,4.0,2.0,0.0,7.0,85.0,1.0,15.0
459,8477953,KASPERI KAPANEN,24.0,1675,21.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,126.0,0.0,9.0
460,8477955,JARED MCCANN,23.0,1553,29.0,1.0,0.0,2.0,6.0,2.0,0.0,16.0,65.0,1.0,8.0
461,8477956,DAVID PASTRNAK,40.0,1630,16.0,4.0,0.0,13.0,10.0,0.0,0.0,16.0,81.0,0.0,11.0
462,8477960,ADRIAN KEMPE,23.0,2054,29.0,2.0,1.0,6.0,5.0,3.0,0.0,16.0,124.0,0.0,20.0
463,8477962,BRENDAN LEMIEUX,5.0,853,20.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,139.0,8.0,22.0
464,8477964,IVAN BARBASHEV,36.0,1933,34.0,2.0,0.0,0.0,4.0,6.0,0.0,13.0,195.0,0.0,21.0
465,8477969,MARCUS PETTERSSON,19.0,1721,86.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,136.0,0.0,20.0
466,8477974,RYAN MACINNIS,,12,,,,,,,,,,,
467,8477979,NICOLAS AUBE-KUBEL,12.0,1258,24.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,189.0,1.0,23.0
468,8477986,BRANDON MONTOUR,29.0,2146,73.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,81.0,0.0,25.0
469,8477987,RYAN DONATO,15.0,1307,17.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,70.0,3.0,10.0
470,8477989,CHRISTIAN DVORAK,21.0,1270,51.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,32.0,0.0,6.0
471,8477996,JUHO LAMMIKKO,8.0,1385,46.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,93.0,0.0,7.0
472,8477998,WARREN FOEGELE,15.0,1584,17.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,166.0,0.0,13.0
473,8478010,BRAYDEN POINT,33.0,1648,32.0,4.0,0.0,1.0,2.0,3.0,0.0,18.0,94.0,3.0,11.0
474,8478013,JAKE WALMAN,7.0,1047,58.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,47.0,0.0,5.0
475,8478017,MARK FRIEDMAN,4.0,594,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,1.0,7.0
476,8478020,MICHAEL AMADIO,7.0,892,16.0,3.0,0.0,1.0,1.0,2.0,0.0,4.0,42.0,1.0,5.0
477,8478021,WILLIAM LAGESSON,5.0,543,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,2.0
478,8478029,CHASE DELEO,,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
479,8478038,DEVON TOEWS,54.0,2599,111.0,0.0,1.0,4.0,1.0,2.0,0.0,9.0,86.0,0.0,12.0
480,8478040,AUSTIN POGANSKI,,222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0
481,8478042,VIKTOR ARVIDSSON,29.0,1388,44.0,2.0,0.0,0.0,2.0,2.0,1.0,12.0,23.0,0.0,10.0
482,8478043,SAM LAFFERTY,8.0,1053,26.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,137.0,3.0,9.0
483,8478046,DANTON HEINEN,15.0,1489,35.0,1.0,0.0,1.0,3.0,1.0,0.0,14.0,78.0,0.0,10.0
484,8478047,MICHAEL BUNTING,42.0,1693,22.0,5.0,0.0,1.0,4.0,5.0,0.0,9.0,94.0,0.0,32.0
485,8478051,MAX WILLMAN,2.0,704,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,0.0,7.0
486,8478055,GUSTAV FORSLING,30.0,2376,93.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,67.0,0.0,10.0
487,8478056,CLARK BISHOP,1.0,111,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0
488,8478057,DAKOTA JOSHUA,5.0,386,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,2.0,2.0
489,8478058,CJ SUESS,,27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
490,8478062,DYSIN MAYO,8.0,1701,128.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,128.0,1.0,10.0
491,8478067,OSKAR LINDBLOM,14.0,1601,48.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,83.0,0.0,11.0
492,8478074,ANTHONY ANGELLO,,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0
493,8478075,ANDERS BJORK,3.0,942,16.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,5.0
494,8478099,KEVIN LABANC,3.0,369,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,28.0,0.0,3.0
495,8478104,SAMMY BLAIS,4.0,233,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,5.0
496,8478106,DYLAN SIKURA,1.0,71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,8478109,VICTOR OLOFSSON,29.0,1436,15.0,1.0,0.0,2.0,4.0,0.0,0.0,13.0,10.0,0.0,3.0
498,8478115,PIERRE ENGVALL,23.0,1632,12.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,83.0,0.0,17.0
499,8478131,ONDREJ KASE,16.0,1084,38.0,0.0,1.0,0.0,4.0,1.0,0.0,7.0,33.0,0.0,9.0
500,8478133,JAKE EVANS,16.0,1561,37.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,88.0,0.0,11.0
501,8478136,JACOB MIDDLETON,11.0,1704,132.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,122.0,10.0,17.0
502,8478146,MATTHEW HIGHMORE,7.0,894,38.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,41.0,0.0,7.0
503,8478147,BOKONDJI IMAMA,,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0
504,8478173,HAYDEN HODGSON,2.0,119,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,3.0
505,8478178,DARREN RADDYSH,,60,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
506,8478211,DRYDEN HUNT,11.0,1230,17.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,163.0,1.0,16.0
507,8478233,ANDREW MANGIAPANE,23.0,2118,33.0,8.0,2.0,0.0,5.0,4.0,0.0,16.0,90.0,0.0,19.0
508,8478250,VLADIMIR TKACHEV,2.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
509,8478366,FRANK VATRANO,22.0,1616,47.0,1.0,0.0,6.0,4.0,1.0,0.0,10.0,108.0,1.0,14.0
510,8478396,NOAH HANIFIN,41.0,2890,106.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,77.0,1.0,8.0
511,8478397,RASMUS ANDERSSON,49.0,2920,137.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,76.0,1.0,18.0
512,8478398,KYLE CONNOR,45.0,1871,23.0,5.0,0.0,8.0,6.0,1.0,0.0,21.0,32.0,0.0,2.0
513,8478399,JONAS SIEGENTHALER,13.0,1686,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,2.0,13.0
514,8478400,COLIN WHITE,7.0,472,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,28.0,0.0,2.0
515,8478401,PAVEL ZACHA,21.0,1549,18.0,1.0,0.0,1.0,4.0,0.0,0.0,8.0,78.0,0.0,10.0
516,8478402,CONNOR MCDAVID,102.0,2203,30.0,8.0,1.0,1.0,11.0,1.0,1.0,27.0,126.0,0.0,20.0
517,8478403,JACK EICHEL,11.0,748,35.0,0.0,1.0,1.0,1.0,2.0,0.0,8.0,45.0,0.0,5.0
518,8478407,VINCE DUNN,28.0,1786,82.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,76.0,3.0,24.0
519,8478408,TRAVIS DERMOTT,5.0,1256,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.0,0.0,7.0
520,8478413,JORDAN GREENWAY,18.0,1266,34.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,167.0,3.0,27.0
521,8478414,TIMO MEIER,41.0,1739,61.0,4.0,0.0,3.0,1.0,1.0,0.0,21.0,161.0,0.0,24.0
522,8478415,JAKUB ZBORIL,3.0,212,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0
523,8478416,ERIK CERNAK,13.0,1919,118.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,249.0,2.0,22.0
524,8478420,MIKKO RANTANEN,76.0,2342,51.0,3.0,0.0,3.0,5.0,3.0,0.0,23.0,94.0,0.0,27.0
525,8478421,A.J. GREER,1.0,111,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1.0
526,8478424,JANSEN HARKINS,5.0,981,18.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,51.0,1.0,4.0
527,8478425,BRENDAN GUHLE,,111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
528,8478427,SEBASTIAN AHO,51.0,2147,35.0,2.0,2.0,4.0,5.0,6.0,1.0,18.0,99.0,0.0,24.0
529,8478430,OLIVER KYLINGTON,24.0,2284,92.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,44.0,0.0,11.0
530,8478431,EVGENY SVECHNIKOV,12.0,1042,22.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,103.0,0.0,13.0
531,8478432,CHRISTIAN FISCHER,5.0,979,22.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,88.0,0.0,6.0
532,8478434,KEEGAN KOLESAR,16.0,1368,45.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,245.0,8.0,14.0
533,8478438,THOMAS NOVAK,6.0,388,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0
534,8478439,TRAVIS KONECNY,36.0,1813,34.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,80.0,1.0,20.0
535,8478440,DYLAN STROME,26.0,1402,33.0,0.0,1.0,1.0,6.0,5.0,0.0,7.0,11.0,0.0,13.0
536,8478442,COOPER MARODY,1.0,9,,,,,,,,,,,
537,8478443,BRANDON CARLO,10.0,2236,120.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,156.0,1.0,15.0
538,8478444,BROCK BOESER,23.0,1534,26.0,1.0,3.0,1.0,4.0,0.0,0.0,14.0,35.0,0.0,10.0
539,8478445,MATHEW BARZAL,44.0,1486,17.0,2.0,0.0,0.0,4.0,1.0,0.0,7.0,36.0,0.0,9.0
540,8478446,GLENN GAWDIN,,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
541,8478447,NICK MERKLEY,2.0,162,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0
542,8478449,ROOPE HINTZ,37.0,2193,58.0,5.0,5.0,1.0,5.0,2.0,0.0,21.0,93.0,0.0,15.0
543,8478451,ETHAN BEAR,9.0,1216,41.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,55.0,0.0,9.0
544,8478452,CALEB JONES,10.0,1088,58.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,77.0,0.0,9.0
545,8478454,NOAH JUULSEN,2.0,184,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
546,8478458,JACK ROSLOVIC,23.0,1524,25.0,0.0,3.0,0.0,4.0,1.0,1.0,12.0,60.0,0.0,6.0
547,8478460,ZACH WERENSKI,37.0,1786,95.0,2.0,0.0,1.0,5.0,0.0,0.0,3.0,33.0,0.0,11.0
548,8478462,NICOLAS ROY,24.0,1676,34.0,1.0,0.0,0.0,3.0,3.0,0.0,6.0,85.0,2.0,15.0
549,8478463,ANTHONY BEAUVILLIER,22.0,1612,20.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,39.0,0.0,6.0
550,8478465,GUILLAUME BRISEBOIS,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,8478466,DANIEL SPRONG,6.0,997,12.0,0.0,1.0,1.0,3.0,0.0,0.0,8.0,43.0,0.0,4.0
552,8478467,NICOLAS MELOCHE,5.0,1210,54.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,157.0,1.0,15.0
553,8478468,JEREMY LAUZON,5.0,1583,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,233.0,7.0,19.0
554,8478469,THOMAS CHABOT,31.0,1555,93.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,73.0,0.0,13.0
555,8478472,MATHIEU JOSEPH,18.0,1349,27.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,106.0,1.0,11.0
556,8478474,LAWSON CROUSE,13.0,1512,36.0,3.0,0.0,1.0,2.0,0.0,0.0,11.0,180.0,4.0,16.0
557,8478476,KYLE CAPOBIANCO,7.0,955,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,17.0
558,8478477,MITCHELL STEPHENS,6.0,413,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0
559,8478480,BLAKE SPEERS,,30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
560,8478483,MITCHELL MARNER,68.0,1940,39.0,4.0,1.0,3.0,11.0,2.0,0.0,12.0,85.0,0.0,9.0
561,8478485,ZACH SENYSHYN,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
562,8478486,CHASE PEARSON,,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
563,8478491,JACOB LARSSON,1.0,109,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
564,8478493,JOEL ERIKSSON EK,25.0,1785,46.0,3.0,2.0,0.0,2.0,3.0,0.0,17.0,154.0,0.0,18.0
565,8478495,DENIS GURIANOV,20.0,1481,35.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,74.0,0.0,8.0
566,8478498,JAKE DEBRUSK,19.0,1683,27.0,2.0,1.0,0.0,6.0,2.0,0.0,13.0,76.0,0.0,5.0
567,8478500,IVAN PROVOROV,22.0,2349,172.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,74.0,0.0,14.0
568,8478506,GABRIEL CARLSSON,7.0,655,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,5.0
569,8478507,JOHN MARINO,25.0,2335,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,1.0,10.0
570,8478508,YAKOV TRENIN,7.0,1579,34.0,2.0,1.0,0.0,0.0,1.0,0.0,14.0,205.0,4.0,15.0
571,8478512,AUSTIN CZARNIK,5.0,258,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
572,8478519,ANTHONY CIRELLI,31.0,2407,93.0,5.0,0.0,1.0,0.0,4.0,0.0,9.0,144.0,3.0,22.0
573,8478528,TANNER KERO,3.0,322,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
574,8478542,EVAN RODRIGUES,26.0,1832,33.0,1.0,0.0,5.0,4.0,1.0,0.0,8.0,100.0,0.0,10.0
575,8478550,ARTEMI PANARIN,84.0,1931,24.0,3.0,1.0,1.0,6.0,1.0,0.0,13.0,30.0,0.0,8.0
576,8478567,DEAN KUKAN,8.0,882,39.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,43.0,0.0,7.0
577,8478569,NOEL ACCIARI,5.0,443,20.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,81.0,1.0,3.0
578,8478585,DEREK RYAN,14.0,1589,48.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,56.0,0.0,6.0
579,8478831,KEVIN STENLUND,,32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
580,8478838,LUKAS VEJDEMO,,96,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
581,8478840,WILL BORGEN,6.0,773,33.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,89.0,2.0,9.0
582,8478841,COLTON WHITE,4.0,519,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0
583,8478846,CHRISTIAN WOLANIN,1.0,172,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0
584,8478851,ALEXANDRE CARRIER,30.0,2182,137.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,112.0,0.0,27.0
585,8478856,CONOR GARLAND,33.0,1680,22.0,3.0,0.0,4.0,3.0,1.0,1.0,5.0,52.0,0.0,13.0
586,8478859,NIKO MIKKOLA,11.0,1717,102.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,145.0,1.0,28.0
587,8478864,KIRILL KAPRIZOV,62.0,1727,32.0,3.0,4.0,4.0,9.0,3.0,1.0,28.0,77.0,0.0,17.0
588,8478866,DOMINIK SIMON,10.0,1048,38.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,72.0,0.0,11.0
589,8478868,CHRISTIAN JAROS,,177,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0
590,8478870,RUDOLFS BALCERS,12.0,1304,43.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,113.0,0.0,8.0
591,8478873,TROY TERRY,30.0,1688,27.0,7.0,2.0,4.0,4.0,5.0,0.0,13.0,6.0,0.0,13.0
592,8478874,ADAM GAUDETTE,9.0,895,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,72.0,1.0,6.0
593,8478881,BRETT SENEY,,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
594,8478882,VLADISLAV GAVRIKOV,28.0,2029,138.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,124.0,0.0,31.0
595,8478891,MASON APPLETON,13.0,1354,20.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,64.0,0.0,8.0
596,8478904,STEVEN LORENTZ,5.0,1095,14.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,76.0,2.0,5.0
597,8478906,MARKUS NUTIVAARA,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
598,8478911,MATT ROY,20.0,1859,126.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,142.0,0.0,11.0
599,8478915,SAMI NIKU,4.0,215,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
600,8478949,KOLE SHERWOOD,,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
601,8478967,LANE PEDERSON,2.0,427,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,5.0
602,8478970,JALEN CHATFIELD,3.0,327,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,4.0
603,8478975,MASON MARCHMENT,29.0,1075,10.0,2.0,2.0,0.0,4.0,1.0,0.0,6.0,135.0,1.0,22.0
604,8478996,ADAM BROOKS,1.0,297,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0
605,8479026,PHILIPPE MYERS,3.0,526,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,6.0
606,8479066,RYAN LOMBERG,9.0,982,9.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,133.0,4.0,16.0
607,8479249,ANDREW POTURALSKI,2.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,8479252,DAN RENOUF,,68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
609,8479289,ETHAN PROW,,101,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
